City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Medal
Montreal,1976,Athletics,Athletics,pole vault,KALLIOMÄKI  Antti Tapani,Men,FIN,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,KOLESNIKOVA-ILYINA  Nadezhda,Women,URS,Bronze
Montreal,1976,Athletics,Athletics,110m hurdles,DRUT  Guy,Men,FRA,Gold
Montreal,1976,Athletics,Athletics,triple jump,DE OLIVEIRA  Joao Carlos,Men,BRA,Bronze
Montreal,1976,Athletics,Athletics,hammer throw,SPIRIDONOV  Aleksei,Men,URS,Silver
Montreal,1976,Athletics,Athletics,discus throw,HINZMANN  Gabriele,Women,GDR,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,BORZOV  Valery,Men,URS,Bronze
Montreal,1976,Athletics,Athletics,long jump,ALFEEVA  Lidia,Women,URS,Bronze
Montreal,1976,Athletics,Athletics,400m,SZEWINSKA  Irena,Women,POL,Gold
Montreal,1976,Athletics,Athletics,shot put,FIBINGEROVA  Helena,Women,TCH,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,KOKOT  Manfred,Men,GDR,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,HOFMEISTER  Franz-Peter,Men,FRG,Bronze
Montreal,1976,Athletics,Athletics,high jump,SIMEONI  Sara,Women,ITA,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,SCHMID  Harald,Men,FRG,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,GREENE-JILES  Pamela,Women,USA,Silver
Montreal,1976,Athletics,Athletics,discus throw,VERGOVA-PETKOVA  Maria,Women,BUL,Silver
Montreal,1976,Athletics,Athletics,800m,JUANTORENA  Alberto,Men,CUB,Gold
Montreal,1976,Athletics,Athletics,discus throw,WILKINS  Malcolm Maurice,Men,USA,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,SAPENTER  Deborah Elaine,Women,USA,Silver
Montreal,1976,Athletics,Athletics,110m hurdles,CASANAS RAMIREZ  Alejandro,Men,CUB,Silver
Montreal,1976,Athletics,Athletics,1500m,KLAPEZYNSKI-BRUNS  Ulrike,Women,GDR,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,JONES  John Wesley,Men,USA,Gold
Montreal,1976,Athletics,Athletics,100m,HELTEN  Inge,Women,FRG,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,AKSININ  Aleksandr,Men,URS,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,PROROCHENKO  Tatiana,Women,URS,Bronze
Montreal,1976,Athletics,Athletics,100m,CRAWFORD  Hasely,Men,TRI,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,ZHARKOVA-MASLAKOVA  Liudmila,Women,URS,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,KRONIGER  Annegret,Women,FRG,Silver
Montreal,1976,Athletics,Athletics,javelin throw,BECKER-STEINER  Marion,Women,FRG,Silver
Montreal,1976,Basketball,Basketball,basketball,GEORGIJEVSKI  Blagoje,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,SKERLATOVA  Girgina,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,OVECHKINA  Tatiana,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,MIKHAILOVA  Snezhana,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,LIEBERMAN  Nancy Lizabeth,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,ZAKHAROVA-NADIROVA  Tatiana,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,MARQUIS  Gail Annette,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,MAY  Scott Glenn,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,LEWIS  Charlotte,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,KORKIYA  Mikhail,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,KUPCHAK  Mitchell,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,METODIEVA  Penka,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,DANTLEY  Adrian Delano,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,JELOVAC  Vinko,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,KURVYAKOVA  Raisa,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,GIUROVA  Krassimira,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,COSIC  Kresimir,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,SHEPPARD  Steven,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,FERYABNIKOVA  Nelli,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,RUPSHENE  Angelia,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,FORD  Philip Jackson  Jr.,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,ROJCEWICZ  Susan Marie,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,CARR  Kenneth Alan,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,MYSHKIN  Anatoli,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,MAKAVEEVA  Petkana,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,ARZAMASKOV  Vladimir,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,SHUVAEVA-OLKHOVA  Nadezhda,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,DAVIS  Walter Paul,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,BOGDANOVA  Krasimira,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,BROGDEN  Cinderella Jane,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,SOLMAN  Damir,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,BARISHEVA-KOROSTELEVA  Olga,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,BELOV  Sergei,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,SLAVNIC  Zoran,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,DELIBASIC  Mirza,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,GRUNFELD  Ernest,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,DILOVA-BRAYNOVA  Diana,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,SUKHARNOVA  Olga,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,SEMENOVA  Iuliana,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,VARAJIC  Zarko,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,LAGARDE  Thomas Joseph,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,BUCKNER  William Quinn,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,ZAKHAROVA  Nadezhda,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,EDESHKO  Ivan,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,TKACHENKO  Vladimir,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,ZHARMUKHAMEDOV  Alzhan,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,KNEGO  Andro,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,GOLTCHEVA  Nadka,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,ROBERTS  Patricia Ann,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,BELOV  Aleksandr,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,ZIZIC  Rajko,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,HARRIS  Lusia Mae,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,HEAD  Patricia Sue,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,HUBBARD  Phillip Gregory,Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,MAKEEV  Andrei,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,DUNKLE  Nancy Lynn,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,MEYERS  Ann Elizabeth,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,JERKOV  Zeljko,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,STOYANOVA  Maria,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,O'CONNOR  Mary Anne,Women,USA,Silver
Montreal,1976,Basketball,Basketball,basketball,STOYANOVA  Penka,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,SALNIKOV  Aleksandr,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,ARMSTRONG  Michael Taylor (Tate),Men,USA,Gold
Montreal,1976,Basketball,Basketball,basketball,KICANOVIC  Dragan,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,KLIMOVA  Natalya,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,MILOSERDOV  Valeri,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,ZHIGILY  Vladimir,Men,URS,Bronze
Montreal,1976,Basketball,Basketball,basketball,DAUNENE  Tamara,Women,URS,Gold
Montreal,1976,Basketball,Basketball,basketball,DALIPAGIC  Drazen,Men,YUG,Silver
Montreal,1976,Basketball,Basketball,basketball,YORDANOVA  Todorka,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,CHTARKELOVA  Margarita,Women,BUL,Bronze
Montreal,1976,Basketball,Basketball,basketball,SIMPSON  Julienne Brazinski,Women,USA,Silver
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),GAMARRO  Pedro José,Men,VEN,Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),SAVCHENKO  Viktor,Men,URS,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),SZCZERBA  Kazimierz,Men,POL,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),KOLEV  Vladimir,Men,BUL,Bronze
Montreal,1976,Boxing,Boxing,71-75kg,MARTINEZ SANCHEZ  Luis Felipe,Men,CUB,Bronze
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),DAVIS  Howard Edward  Jr.,Men,USA,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),SPINKS  Leonard  Jr.,Men,USA,Gold
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),TATE  John,Men,USA,Bronze
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),KOSEDOWSKI  Leszek,Men,POL,Bronze
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),TOROSYAN  David,Men,URS,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),LEONARD  Ray Charles,Men,USA,Gold
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),COWDELL  Patrick,Men,GBR,Bronze
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),STEVENSON  Teofilo,Men,CUB,Gold
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),PAREDES  Juan,Men,MEX,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),MALDONADO  Orlando,Men,PUR,Bronze
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),HERRERA VERA  Angel,Men,CUB,Gold
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),DUVALON CARRION  Ramon,Men,CUB,Silver
Montreal,1976,Boxing,Boxing,71-75kg,SPINKS  Michael L.,Men,USA,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),DAFINOIU  Costica,Men,ROU,Bronze
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),RANDOLPH  Leonard,Men,USA,Gold
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),HERNANDEZ PADRON  Jorge,Men,CUB,Gold
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),SIMON  Mircea,Men,ROU,Silver
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),RUSEVSKI  Ace,Men,YUG,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),ZILBERMAN  Victor,Men,ROU,Bronze
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),GARBEY  Rolando,Men,CUB,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),GU  Young Jo,Men,PRK,Gold
Montreal,1976,Boxing,Boxing,71-75kg,RISKIEV  Rufat,Men,URS,Silver
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),HILL  Clarence,Men,BER,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),ALDAMA CABRERA  Andres,Men,CUB,Silver
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),BLAZYNSKI  Leszek,Men,POL,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),BACHFELD  Jochen,Men,GDR,Gold
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),SOLOMIN  Vasili,Men,URS,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),LI  Byong Uk,Men,PRK,Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),KACAR  Tadija,Men,YUG,Silver
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),GORTAT  Janusz,Men,POL,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),POOLTARAT  Payao,Men,THA,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),MOONEY  Charles Michael,Men,USA,Silver
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),NOWAKOWSKI  Richard,Men,GDR,Silver
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),CUTOV  Simion,Men,ROU,Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),RYBICKI  Jerzy,Men,POL,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),SORIA CABRERA  Sixto,Men,CUB,Silver
Montreal,1976,Boxing,Boxing,71-75kg,NASTAC  Alexandru,Men,ROU,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),RYBAKOV  Viktor,Men,URS,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),SKRICEK  Reinhard,Men,FRG,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),HELM  Rüdiger,Men,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),ROGOV  Aleksandr,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),OPARA  Jerzy,Men,POL,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),DEGTYAREV  Aleksandr,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),DIBA  Vasile,Men,ROU,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),GOPOVA-TROFIMOVA  Nina,Women,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),CHUKHRAI  Sergei,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),DIBA  Vasile,Men,ROU,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),BISCHOF  Frank-Peter,Men,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),LJUBEK  Matija,Men,YUG,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),MENENDEZ RODRIGUEZ  Herminio,Men,ESP,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),ZIRZOW  Carola,Women,GDR,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),ROMANOVSKY  Vladimir,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),MATTERN  Joachim,Men,GDR,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),BAKO  Zoltan,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),DUVIGNEAU  Bernd,Men,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),PFEFFER  Anna,Women,HUN,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),PETRENKO  Sergei,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),SERHEI  Larion,Men,ROU,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),LEHNERT  Jürgen,Men,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),SZABO  Istvan,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),YURCHENKO  Vasili,Men,URS,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),FILATOV  Yuri,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),OLBRICHT  Bernd,Men,GDR,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),CSAPO  Geza,Men,HUN,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),BUDAY  Tamas,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),NAGORNYI  Sergei,Men,URS,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),NAGORNYI  Sergei,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),VINOGRADOV  Aleksandr,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),SIMIONOV  Gheorghe,Men,ROU,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),KÖSTER  Bärbel,Women,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),MOROZOV  Vladimir,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),RAJNAI  Klara,Women,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),KORSHUNOVA  Tatyana,Women,URS,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),HELM  Rüdiger,Men,GDR,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),FREY  Oszkar,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),LJUBEK  Matija,Men,YUG,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),MALIHIN  Policarp,Men,ROU,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),BUDAY  Tamas,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),RAJNAI  Klara,Women,HUN,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),RAMOS MISIONE  Luis Gregorio,Men,ESP,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),ZIRZOW  Carola,Women,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),ROMANOVSKY  Vladimir,Men,URS,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),DANIELOV  Gheorghe,Men,ROU,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),WOOD  John,Men,CAN,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),SZTANITY  Zoltan,Men,HUN,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),HELM  Rüdiger,Men,GDR,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),FREY  Oszkar,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),LOPEZ DIAZ FLOR  Jose Ramon,Men,ESP,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),OLBRICHT  Bernd,Men,GDR,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),VINOGRADOV  Aleksandr,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),MATTERN  Joachim,Men,GDR,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),WICHMANN  Tamas,Men,HUN,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),ESTEBAN CELLORIO  Jose Maria,Men,ESP,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),GRONOWICZ  Andrzej,Men,POL,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),PETRENKO  Sergei,Men,URS,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),KREFT-ALEKSEEVA  Galina,Women,URS,Gold
Montreal,1976,Cycling,Cycling Road,individual road race,MARTINELLI  Giuseppe,Men,ITA,Silver
Montreal,1976,Cycling,Cycling Road,team time trial,SZURKOWSKI  Ryszard,Men,POL,Silver
Montreal,1976,Cycling,Cycling Road,team time trial,NOWICKI  Mieczyslaw,Men,POL,Silver
Montreal,1976,Cycling,Cycling Road,team time trial,CHAPLYGIN  Valeri,Men,URS,Gold
Montreal,1976,Cycling,Cycling Road,team time trial,BLAUDZUN  Verner,Men,DEN,Bronze
Montreal,1976,Cycling,Cycling Road,team time trial,MYTNIK  Tadeusz,Men,POL,Silver
Montreal,1976,Cycling,Cycling Road,team time trial,LUND  Jorn,Men,DEN,Bronze
Montreal,1976,Cycling,Cycling Road,team time trial,HANSEN  Jorgen Emil,Men,DEN,Bronze
Montreal,1976,Cycling,Cycling Road,team time trial,CHUKANOV  Anatoli,Men,URS,Gold
Montreal,1976,Cycling,Cycling Road,individual road race,JOHANSSON  Bernt,Men,SWE,Gold
Montreal,1976,Cycling,Cycling Road,team time trial,SZOZDA  Stanislaw,Men,POL,Silver
Montreal,1976,Cycling,Cycling Road,team time trial,KAMINSKY  Vladimir,Men,URS,Gold
Montreal,1976,Cycling,Cycling Road,team time trial,PIKKUUS  Aavo,Men,URS,Gold
Montreal,1976,Cycling,Cycling Road,team time trial,FRANK  Gert,Men,DEN,Bronze
Montreal,1976,Cycling,Cycling Road,individual road race,NOWICKI  Mieczyslaw,Men,POL,Bronze
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),OSOKIN  Vladimir,Men,URS,Silver
Montreal,1976,Cycling,Cycling Track,Sprint indivual,TKAC  Anton,Men,TCH,Gold
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),HALLAM  Ian,Men,GBR,Bronze
Montreal,1976,Cycling,Cycling Track,Sprint indivual,MORELON  Daniel,Men,FRA,Silver
Montreal,1976,Cycling,Cycling Track,1km time trial,GRÜNKE  Klaus-Jürgen,Men,GDR,Gold
Montreal,1976,Cycling,Cycling Track,Individual Pursuit,PONSTEEN  Herman,Men,NED,Silver
Montreal,1976,Cycling,Cycling Track,Individual Pursuit,HUSCHKE  Thomas,Men,GDR,Bronze
Montreal,1976,Cycling,Cycling Track,Sprint indivual,GESCHKE  Hans-Jürgen,Men,GDR,Bronze
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),BENNETT  Michael John,Men,GBR,Bronze
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),VONHOF  Peter,Men,FRG,Gold
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),PEROV  Aleksandr,Men,URS,Silver
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),BANBURY  Ian,Men,GBR,Bronze
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),CROKER  Robin,Men,GBR,Bronze
Montreal,1976,Cycling,Cycling Track,Individual Pursuit,BRAUN  Gregor,Men,FRG,Gold
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),SCHUHMACHER  Günther,Men,FRG,Gold
Montreal,1976,Cycling,Cycling Track,1km time trial,VAARTEN  Michel,Men,BEL,Silver
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),LUTZ  Hans,Men,FRG,Gold
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),PETRAKOV  Vitali,Men,URS,Silver
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),SOKOLOV  Viktor,Men,URS,Silver
Montreal,1976,Cycling,Cycling Track,Team Pursuit (4000m),BRAUN  Gregor,Men,FRG,Gold
Montreal,1976,Cycling,Cycling Track,1km time trial,FREDBORG  Niels Christian,Men,DEN,Bronze
Montreal,1976,Equestrian,Dressage,team,STUECKELBERGER  Christine,Women,SUI,Silver
Montreal,1976,Equestrian,Dressage,team,GURNEY  Hilda Carolyn,Women,USA,Bronze
Montreal,1976,Equestrian,Dressage,individual,BOLDT  Harry,Men,FRG,Silver
Montreal,1976,Equestrian,Dressage,team,RAMSEIER  Doris,Women,SUI,Silver
Montreal,1976,Equestrian,Dressage,team,GRILLO  Gabriela,Women,FRG,Gold
Montreal,1976,Equestrian,Dressage,individual,STUECKELBERGER  Christine,Women,SUI,Gold
Montreal,1976,Equestrian,Dressage,team,MORKIS  Dorothy Sarkis,Women,USA,Bronze
Montreal,1976,Equestrian,Dressage,team,LEHMANN  Ulrich,Men,SUI,Silver
Montreal,1976,Equestrian,Dressage,team,MASTER  Edith Louise,Women,USA,Bronze
Montreal,1976,Equestrian,Dressage,team,BOLDT  Harry,Men,FRG,Gold
Montreal,1976,Equestrian,Dressage,individual,KLIMKE  Reiner,Men,FRG,Bronze
Montreal,1976,Equestrian,Dressage,team,KLIMKE  Reiner,Men,FRG,Gold
Montreal,1976,Equestrian,Eventing,team,PLUMB  John Michael,Men,USA,Gold
Montreal,1976,Equestrian,Eventing,team,DAVIDSON  Bruce Oram,Men,USA,Gold
Montreal,1976,Equestrian,Eventing,team,RETHEMEIER  Helmut,Men,FRG,Silver
